pid,group,name,slice,otsu_foreground,huang_foreground,otsu_foreground_ratio,huang_foreground_ratio,otsu_foreground_normalized,huang_foreground_normalized
1,5,1,1,4766,5552,0.072723388671875,0.084716796875,0.8271433530024297,0.3923674911660777
1,5,1,2,5447,6992,0.0831146240234375,0.106689453125,0.9453314821242624,0.4941342756183746
1,5,1,3,5073,7762,0.0774078369140625,0.118438720703125,0.880423464074974,0.5485512367491167
1,5,1,4,4973,9370,0.0758819580078125,0.142974853515625,0.8630683790350573,0.662190812720848
1,5,1,5,5280,10609,0.08056640625,0.1618804931640625,0.9163484901076016,0.7497526501766785
1,5,1,6,4957,10434,0.0756378173828125,0.159210205078125,0.8602915654286706,0.7373851590106008
1,5,1,7,4343,10308,0.0662689208984375,0.15728759765625,0.753731343283582,0.7284805653710247
1,5,1,8,4050,9538,0.061798095703125,0.145538330078125,0.7028809441166262,0.6740636042402827
1,5,1,9,3451,9669,0.0526580810546875,0.1475372314453125,0.5989239847275252,0.683321554770318
1,5,1,10,3993,10871,0.0609283447265625,0.1658782958984375,0.6929885456438737,0.7682685512367491
1,5,1,11,4889,11333,0.0746002197265625,0.1729278564453125,0.8484901076015272,0.8009187279151944
1,5,1,12,5382,11712,0.082122802734375,0.1787109375,0.9340506768483166,0.8277031802120142
1,5,1,13,5560,12251,0.0848388671875,0.1869354248046875,0.9649427282193683,0.8657950530035335
1,5,1,14,5690,14099,0.086822509765625,0.2151336669921875,0.98750433877126,0.9963957597173145
1,5,1,15,5762,14150,0.087921142578125,0.215911865234375,1.0,1.0
1,5,1,16,4625,13531,0.0705718994140625,0.2064666748046875,0.8026726830961471,0.9562544169611308
1,5,1,17,4993,13334,0.0761871337890625,0.203460693359375,0.8665393960430406,0.9423321554770318
1,5,1,18,4846,12485,0.073944091796875,0.1905059814453125,0.8410274210343631,0.8823321554770318
1,5,1,19,4464,11493,0.068115234375,0.1753692626953125,0.7747309961818812,0.812226148409894
1,5,1,20,3878,10165,0.059173583984375,0.1551055908203125,0.6730301978479695,0.718374558303887
1,5,1,21,3842,9158,0.058624267578125,0.139739990234375,0.6667823672335994,0.6472084805653711
1,5,1,22,3762,9051,0.057403564453125,0.1381072998046875,0.6528982992016661,0.6396466431095407
1,5,1,23,4154,8581,0.063385009765625,0.1309356689453125,0.7209302325581395,0.6064310954063604
1,5,1,24,3924,7536,0.05987548828125,0.114990234375,0.6810135369663312,0.5325795053003534
1,5,1,25,4179,6271,0.0637664794921875,0.0956878662109375,0.7252690038181188,0.44318021201413427
1,5,1,26,4403,5667,0.0671844482421875,0.0864715576171875,0.7641443943075321,0.4004946996466431
1,5,1,27,3928,4787,0.0599365234375,0.0730438232421875,0.6817077403679278,0.33830388692579505
1,5,1,28,2458,2982,0.037506103515625,0.045501708984375,0.42658799028115235,0.21074204946996467
1,5,1,29,1815,2069,0.0276947021484375,0.0315704345703125,0.314994793474488,0.1462190812720848
1,5,1,30,911,1099,0.0139007568359375,0.0167694091796875,0.1581048247136411,0.0776678445229682
2,5,2,1,2348,2748,0.03582763671875,0.04193115234375,0.46707777998806443,0.23699870633893919
2,5,2,2,3240,3717,0.0494384765625,0.0567169189453125,0.6445195941913666,0.3205692108667529
2,5,2,3,3931,4866,0.0599822998046875,0.074249267578125,0.7819773224587229,0.41966364812419144
